method,seed,query,ro,parent_r2,child_r2
BIF,6192331,3,0.940204203296445,0.014141721488266114,0.06688128779754747
BIF,6192331,4,0.9610875101156782,0.07523890985257636,0.19646331446969692
BIF,6192331,5,0.9655431481056546,0.0797412478552521,0.33580957831798963
BIF,6192331,6,0.9655431481056546,0.028751323667627546,0.20030156198335136
BIF,6192331,7,0.9655431481056546,0.07300681057421281,0.07675077483874986
BIF,6192331,8,0.9655431481056546,0.06709662073765593,0.10597484471761051
BIF,6192331,9,0.9655431481056546,0.06532345637315756,0.08298540332492102
BIF,6192331,10,0.9655431481056546,0.07938516628901987,0.08176353405301237
BIF,6192331,11,0.9655431481056546,0.03460325526640271,0.12784219613259729
BIF,6192331,12,0.9666910658444945,0.03942575973942675,0.13325009127103885
BIF,6192331,13,0.9655431481056546,0.020595152040755356,0.11762450356778105
BIF,6192331,14,0.9655431481056546,0.02848551140550393,0.09533439298849472
BIF,6192331,15,0.9655431481056546,0.03414962273477445,0.061715071470829455
BIF,6192331,16,0.9655431481056546,0.03082359663910894,0.07436069123152424
BIF,6192331,17,0.9655431481056546,0.02019635913272931,0.026316327415953102
BIF,6192331,18,0.9655431481056546,0.028504613040649968,0.028099876253712887
BIF,6192331,19,0.987670807081915,0.039608305388027405,0.12645431647399108
BIF,8026546,0,0.9308021497018609,0.0,0.0
BIF,8026546,1,0.9712851476603088,0.0,0.0
BIF,8026546,2,0.942407394727824,0.0,0.0
BIF,8026546,3,0.9352725944478725,3.314356163198879e-05,0.04948879296811064
BIF,8026546,4,0.9352725944478725,0.001650569976634512,0.12528573416989164
BIF,8026546,5,0.9352725944478725,0.005629393755463847,0.12409813683970089
BIF,8026546,6,0.9782012493945997,0.01089642599759466,0.18814788301842428
BIF,8026546,7,0.9943444432593055,0.008327533341674739,0.03668091366738281
BIF,8026546,8,0.9775441158394931,0.0024303046411171935,0.07324734795309372
BIF,8026546,9,0.9692789635996004,0.0029781712120951795,0.06296946345284686
BIF,8026546,10,0.9672586494003688,0.08753538180096841,0.044916207190356786
BIF,8026546,11,0.9655431481056546,0.07783749413619874,0.3184126110919773
BIF,8026546,12,0.9655431481056546,0.08752915043464413,0.23982846739834537
BIF,8026546,13,0.9959004861707034,0.10658018606965734,0.2644080443355513
BIF,8026546,14,0.9972908727509948,0.08727393629966973,0.2948130978012086
BIF,8026546,15,0.9959004861707034,0.07358720521788989,0.22882699788568853
